Artist,Tagline,Date,Start Time,End Time,Stage,Genre,Country,Bio,Website,Spotify Link,YouTube,Instagram,AI Summary,AI Rating,Number of People in Act,Gender of Front Person,Front Person of Color?,Cancelled,Festival URL,Festival Bio (NL),Festival Bio (EN),Social Links,Images Scraped
Clipse,Trailblazing hip-hop duo blending sharp lyricism with innovative production.,,,,,Hip-Hop/Rap,USA,"Clipse is a critically acclaimed hip-hop duo from Virginia Beach, USA, consisting of brothers Pusha T and No Malice. Known for their intricate lyricism and collaborations with The Neptunes, they gained widespread recognition with albums like 'Lord Willin'' and 'Hell Hath No Fury,' which are considered classics in the genre.",,https://open.spotify.com/artist/2J257euzcjnDLipsyJH3F2,,,"Clipse is celebrated for their gritty, streetwise lyricism and groundbreaking production, often crafted by The Neptunes. Their music combines vivid storytelling with minimalist, hard-hitting beats, making them one of the most influential duos in hip-hop history.",,2,Male,Yes,,https://lowlands.nl/acts/clipse/,"Het was een uitgemaakte zaak in de jaarlijstjes: het beste hiphopalbum in 2025 was van Clipse, ‘Let God Sort Em Out’. Maar zelfs het eerste oordeel was overduidelijk. Op Pusha T en Malice zit geen enkele sleet. Met producties van Pharrell en gasten als Kendrick, Tyler en Nas is de tijdloze en pure hiphop weer terug. In 2023 gaf Pusha T een volle Bravo al een fikse beuk met een onvergetelijk optreden. Nu hij zijn broer meeneemt uit Virginia wordt het meer dan twee keer zo goed.","It was a foregone conclusion in the year-end lists: the best hip-hop album of 2025 was by Clipse, ‘Let God Sort Em Out’. But even the initial verdict was crystal clear. Pusha T and Malice haven’t lost a step. With productions by Pharrell and guest appearances from Kendrick, Tyler, and Nas, timeless and pure hip-hop is back. In 2023, Pusha T already delivered a powerful blow to a packed Bravo with an unforgettable performance. Now that he’s bringing his brother from Virginia along, it’s going to be more than twice as good.",,Yes
Dijon,"A genre-defying artist blending R&B, folk, and experimental sounds into deeply personal music.",,,,,R&B/Folk/Experimental,USA,"Dijon is an American singer-songwriter known for his raw, emotive vocal style and innovative blending of R&B, folk, and experimental elements. His debut album 'Absolutely' received critical acclaim for its intimate storytelling and genre-bending production.",,https://open.spotify.com/artist/0knGpCTbmG4ctl1wzYRZs4,,,"Dijon's music stands out for its heartfelt lyricism and unique fusion of R&B, folk, and experimental sounds, creating an intimate and immersive listening experience. His debut album 'Absolutely' has been praised for its vulnerability and innovative approach to songwriting.",,,Male,Yes,,https://lowlands.nl/acts/dijon/,"Onlangs zette hij nog Paradiso op stelten: de vanuit het zonnige L.A. opererende singer-songwriter Dijon. Schepper van linksdraaiende R&B, met een frasering waarin je nog altijd zijn verleden als rapper terughoort, en een voorliefde voor Prince, samples en zijn pasgeboren zoontje, aan wie zijn recente tweede album ‘Baby’ is opgedragen. Samenwerken doet de dertiger ook graag, onder meer als producer, voor popsterren als Charli xcx en Justin Bieber. Maar ook voor indiecollega’s Bon Iver en Mk.gee, die zelf regelmatig opduiken in Dijons band. Cirkel rond.","Recently, he brought the house down at Paradiso: the Los Angeles-based singer-songwriter Dijon. Creator of offbeat R&B, with phrasing that still hints at his past as a rapper, and a love for Prince, samples, and his newborn son, to whom his recent second album ‘Baby’ is dedicated. The thirty-something also enjoys collaborating, working as a producer for pop stars like Charli XCX and Justin Bieber. But also for indie peers Bon Iver and Mk.gee, who often appear in Dijon's band themselves. Full circle.",,Yes
Eefje de Visser,Dutch singer-songwriter blending dreamy pop with electronic and atmospheric elements.,,,,,Dream Pop/Electronic,Netherlands,"Eefje de Visser is a Dutch artist known for her ethereal blend of dream pop and electronic music, characterized by poetic lyrics in her native language and immersive soundscapes. She has gained critical acclaim for her innovative approach to modern pop and her captivating live performances.",,https://open.spotify.com/artist/33KABng8GO42ojFJVcABxQ,,,"Eefje de Visser's music combines poetic Dutch lyrics with dreamy electronic textures and atmospheric pop arrangements, creating an immersive and introspective sound. Her critically acclaimed albums and mesmerizing live shows have established her as a standout artist in the European music scene.",,,Female,No,,https://lowlands.nl/acts/eefje-de-visser/,"Eefje de Visser maakt al dik vijftien jaar deel uit van het Nederlandse muzieklandschap en torent daar zo bitterzoetjes aan bovenuit. Deze winnaar van onder meer de Grote Prijs van Nederland (2009) en twee Edisons (2021) flikt het om met haar delicate indiepop twee zaken tegelijk klaar te spelen: de singer-songwriter is zowel heerlijk ondoorgrondelijk als direct herkenbaar. Het herkenbare zit ’m in de kalme synthesizers, gelaagde vocalen en introverte poëzie. En het ondoorgrondelijke in de dromerige sound, die je geleidelijk bij de kladden grijpt.","Eefje de Visser has been a part of the Dutch music scene for over fifteen years and has gradually risen above it with a bittersweet charm. This winner of the Grote Prijs van Nederland (2009) and two Edisons (2021) manages to achieve two things simultaneously with her delicate indie pop: the singer-songwriter is both wonderfully enigmatic and instantly recognizable. The recognizable lies in the calm synthesizers, layered vocals, and introspective poetry. The enigmatic resides in the dreamy sound that gradually takes hold of you.",,Yes
Geese,Brooklyn's Geese fuse post-punk energy with experimental rock to craft a raw and dynamic sound.,,,,,Post-punk/Experimental Rock,USA,"Geese is a five-piece band from Brooklyn, New York, known for their high-energy post-punk sound infused with experimental and progressive rock elements. Their debut album 'Projector' received critical acclaim for its intricate instrumentation and youthful intensity.",,https://open.spotify.com/artist/0WCo84qtCKfbyIf1lqQWB4,,,"Geese delivers a refreshing take on post-punk by blending angular guitar riffs, driving rhythms, and experimental textures. Their debut album 'Projector' showcases a mix of raw energy and technical prowess, earning them recognition as one of the most exciting new bands in the indie rock scene.",,5,Male,No,,https://lowlands.nl/acts/geese/,"Van Modest Mouse-manie tot Radiohead-stijl vocalen en van Led Zep-psychedelica tot demonenuitdrijving à la Nick Cave: het vierde Geese-album ‘Getting Killed’ is zo smakenrijk als muziek maar kan zijn. Ook bij liveoptredens staat het publiek van het New Yorkse indierockgezelschap met open mond van verbazing. Als er ruimte is voor die emotie, want terwijl je wordt bedwelmd door de stem van de enigmatische frontman Cameron Winter, neemt een nummer de afslag naar Onverwachtland of Spannendhuizen – net toen je dacht te weten waar het naartoe ging.","From Modest Mouse mania to Radiohead-style vocals, and from Led Zep psychedelia to demon exorcisms à la Nick Cave: the fourth Geese album, ‘Getting Killed,’ is as flavorful as music can get. During live performances, the audience of the New York indie rock ensemble stands in awe, mouths agape. That is, if there's room for such an emotion, because just as you're being mesmerized by the voice of enigmatic frontman Cameron Winter, a song takes a turn toward the unexpected or thrilling—right when you thought you knew where it was heading.",,Yes
Hermanos Gutiérrez,A mesmerizing blend of Latin American guitar traditions and cinematic soundscapes.,,,,,Latin/Instrumental,Switzerland,"Hermanos Gutiérrez is a Swiss-Ecuadorian duo composed of brothers Alejandro and Estevan Gutiérrez, known for their evocative instrumental music that draws from Latin American traditions and cinematic influences. Their music, characterized by intricate guitar work and atmospheric arrangements, has earned them critical acclaim and a growing international audience.",,https://open.spotify.com/artist/73mSg0dykFyhvU96tb5xQV,,,"Hermanos Gutiérrez craft a unique and immersive sound that combines the warmth of Latin American guitar styles with a cinematic, almost nostalgic atmosphere. Their music evokes imagery of desert landscapes and timeless journeys, making them a standout act in the instrumental genre.",,2,Male,Yes,,https://lowlands.nl/acts/hermanos-gutierrez/,"Met je broer in een band, da’s vaak hommeles. Maar niet bij Hermanos Gutiérrez, oftewel de Ecuadoriaans-Zwitserse gitaristen Alejandro en Estevan Gutiérrez. Als het snaarverslaafde duo al duels uitvecht, dan is het met hun geliefde instrument. Daaruit toveren ze relaxte, psychedelische en meditatieve klanktapijten, ondersteund door wat scheutjes bongo en maraka. En sinds Dan Auerbach (The Black Keys) hun producer is ook wat strijkers. Tokkelen, plukken, strijken, akoestisch of met wah-wahpedaal, met snelle loopjes of langgerekte vegen: laat de gitaarbroers maar over de snaren glijden.","Being in a band with your brother often leads to trouble. But not for Hermanos Gutiérrez, the Ecuadorian-Swiss guitarists Alejandro and Estevan Gutiérrez. If this string-addicted duo ever duels, it's with their beloved instruments. From them, they conjure relaxed, psychedelic, and meditative soundscapes, supported by touches of bongos and maracas. And since Dan Auerbach (The Black Keys) became their producer, even some strings have been added. Strumming, plucking, bowing, acoustic or with a wah-wah pedal, with rapid runs or elongated sweeps: let the guitar brothers glide over the strings.",,Yes
Kneecap,Irish hip-hop trio blending sharp political commentary with humor and bilingual lyrics.,,,,,Hip-Hop/Rap,Ireland,"Kneecap is a Belfast-based hip-hop group known for their bilingual lyrics in Irish and English, combining humor, political activism, and sharp social commentary. Their energetic performances and witty, provocative songs have earned them a dedicated following.",,https://open.spotify.com/artist/1ZVACPeq7ccGCoUXwtafUU,,,"Kneecap's innovative fusion of Irish and English lyrics, paired with their politically charged and satirical themes, has made them a standout act in the hip-hop scene. Their unique approach to language and culture, coupled with their dynamic live shows, has drawn critical acclaim.",,3,Mixed,No,,https://lowlands.nl/acts/kneecap/,"Was er een band waar het in 2025 meer over ging dan Kneecap?! Maar ja, wat wil je als je vocaal zo sterk en uitgesproken bent? Iedereen had het over Mo Chara, Móglaí Bap en DJ Próvaí. Tussen alle rechtszaken en ander gedoe door pennen ze het ene na het andere nieuwe nummer. Hun optredens zijn om door een Belfasts ringetje te halen. Hoe groter de tegenwerking, hoe sterker hun wil. Zet straks maar een grote cirkel om het tijdslot van deze Ierse bak energie.","Was there a band that got more attention in 2025 than Kneecap?! But of course, what do you expect when you're so vocally strong and outspoken? Everyone was talking about Mo Chara, Móglaí Bap, and DJ Próvaí. Amid all the lawsuits and other drama, they kept churning out one new track after another. Their performances are flawless, a true Belfast gem. The greater the resistance, the stronger their determination. Make sure to mark your calendar for this Irish powerhouse of energy.",,Yes
Major Lazer,"Pioneers of global dance music blending electronic, reggae, and dancehall influences.",,,,,Electronic/Dancehall/Reggae,USA,"Major Lazer is an electronic music trio founded by Diplo, known for their genre-blending sound that incorporates elements of dancehall, reggae, and electronic music. They have achieved global success with hits like 'Lean On' and 'Cold Water,' collaborating with artists such as MØ, Justin Bieber, and DJ Snake.",,https://open.spotify.com/artist/738wLrAtLtCtFOLvQBXOXp,,,"Major Lazer's innovative fusion of dancehall, reggae, and electronic beats has made them a global phenomenon. Their ability to collaborate with diverse artists and produce infectious, high-energy tracks has cemented their place as one of the most influential acts in modern dance music.",,3,Mixed,Yes,,https://lowlands.nl/acts/major-lazer/,"Wie zin heeft in een wereldreis zonder de Lowlandse feestgronden te verlaten, meldt zich onverwijld bij het optreden van Major Lazer, het van monsterhits als ‘Lean On’ en ‘Cold Water’ bekende project van producer Diplo uit L.A., wiens muzikale trektocht geen grenzen kent. Vooral rijkelijk puttend uit de Cariben, van soca tot reggaeton en van dancehall tot rocksteady. Even makkelijk dwalen Diplo & co af naar house, hiphop of afrobeats. Als het maar zonnig klinkt, hoog in de energie zit en de dansheupen soepel houdt!","Anyone craving a world tour without leaving the Lowlands festival grounds should head straight to the performance by Major Lazer, the project of L.A. producer Diplo, known for monster hits like 'Lean On' and 'Cold Water,' whose musical journey knows no bounds. Drawing richly from the Caribbean, from soca to reggaeton and from dancehall to rocksteady. Just as effortlessly, Diplo & co venture into house, hip-hop, or afrobeats. As long as it sounds sunny, is high-energy, and keeps the dancing hips loose!",,Yes
Maribou State,"Blending soulful electronica with organic instrumentation for a lush, emotive soundscape.",,,,,Electronic/Downtempo,UK,"Maribou State is a British electronic music duo known for their fusion of downtempo beats, soulful melodies, and organic instrumentation. They have released critically acclaimed albums such as 'Portraits' and 'Kingdoms in Colour' and are celebrated for their atmospheric sound and live performances.",,https://open.spotify.com/artist/7zrkALJ9ayRjzysp4QYoEg,,,"Maribou State masterfully combines electronic production with live instrumentation, creating a rich, emotive sound that draws from soul, funk, and global influences. Their albums have been praised for their intricate textures and cinematic quality, making them a standout act in the electronic music scene.",,2,Mixed,No,,https://lowlands.nl/acts/maribou-state/,"Wie op zoek is naar melancholie én euforie zit gebeiteld bij de fijnbesnaarde muziek van het elektronische indiepopduo Maribou State. Warmbloedige muziek waarin downtempo, triphop en een flinke scheut soul tikkertje spelen, bijeengedreven door gloedvolle melodieën, inmiddels drie albums vol. Live dijen de Londenaren uit tot een vijfkoppige band, inclusief sprookjeszangeres en naar believen uitgebreid met strijkje, koor, dansers (zoals op Glastonbury vorig jaar) en/of compleet orkest. Werkelijk niets wordt nagelaten om je in een staat van opperste gelukzaligheid te brengen.","Those seeking both melancholy and euphoria will find themselves perfectly catered to by the finely tuned music of the electronic indie-pop duo Maribou State. Warm-blooded music where downtempo, trip-hop, and a generous dash of soul play tag, all driven by glowing melodies, now spanning three albums. Live, the Londoners expand into a five-piece band, complete with a fairy-tale vocalist and optionally enhanced with a string section, choir, dancers (as seen at Glastonbury last year), and/or a full orchestra. Absolutely nothing is spared to bring you to a state of ultimate bliss.",,Yes
Nia Archives,"Trailblazing producer and vocalist blending jungle, drum and bass, and soulful melodies.",,,,,Jungle/Drum and Bass,UK,"Nia Archives is a UK-based producer, vocalist, and DJ known for her innovative blend of jungle and drum and bass with soulful, introspective lyrics. She has gained critical acclaim for her fresh take on the genre and her ability to merge nostalgic sounds with modern production.",,https://open.spotify.com/artist/7BMR0fwtEvzGtK4rNGdoiQ,,,"Nia Archives revitalizes jungle and drum and bass with a contemporary twist, incorporating soulful vocals and introspective themes. Her music resonates with both fans of classic rave culture and modern electronic enthusiasts, making her a standout in the electronic music scene.",,,Female,Yes,,https://lowlands.nl/acts/nia-archives/,"Als derde generatie Britse Jamaicaanse groeit Dehaney Nia Lishahn Hunt op in een muzikaal nest: haar familie bestiert een studio, radiostation en sound system vol dance en gospel. Uit huis, zestien lentes pas, timmert de creatieveling aan haar dj/producer-loopbaan, met een fonkelend zangtalent als meerwaarde. Na zelf gelanceerde releases en openingsshows voor Beyoncé volgt de welverdiende doorbraak. Nieuwe junglebanger ʻMaia Maiaʼ en album ʻSilence Is Loudʼ verstevigen die sterrenstatus en typerende, machtige sound waarop Lowlands in 2023 al stuiterde. Welkom terug in Biddinghuizen, Nia Archives!","As a third-generation British Jamaican, Dehaney Nia Lishahn Hunt grows up in a musical household: her family runs a studio, radio station, and sound system filled with dance and gospel. Leaving home at just sixteen, the creative talent begins building her career as a DJ/producer, with a sparkling vocal talent as an added bonus. After self-released tracks and opening shows for Beyoncé, her well-deserved breakthrough follows. New jungle banger 'Maia Maia' and the album 'Silence Is Loud' solidify her star status and distinctive, powerful sound that had Lowlands bouncing in 2023. Welcome back to Biddinghuizen, Nia Archives!",,Yes
Noord Nederlands Orkest,A leading Dutch orchestra renowned for its dynamic performances and diverse repertoire.,,,,,Classical/Orchestral,Netherlands,"The Noord Nederlands Orkest (NNO) is one of the oldest and most prominent orchestras in the Netherlands, known for its performances of classical and contemporary works. Based in Groningen, the orchestra collaborates with renowned conductors and soloists, offering a wide range of symphonic music to audiences across the northern Netherlands.",,https://open.spotify.com/artist/3PoJmu2JUr6sdLo8MQYCgn,,,"The Noord Nederlands Orkest excels in delivering both classical masterpieces and innovative contemporary compositions, showcasing a rich musical tradition and exceptional artistry. Their collaborations with world-class musicians and commitment to cultural enrichment make them a cornerstone of the Dutch orchestral scene.",,,,No,,https://lowlands.nl/acts/noord-nederlands-orkest-/,"Grootse muziek verdient een groots podium. Het Noord Nederlands Orkest (NNO) én Concertkoor verzorgen een moshpit-proof uitvoering van het ‘Requiem’ van de Italiaanse componist Giuseppe Verdi. Dit meesterwerk uit 1874 is een mis voor de doden en ‘requiem’ is Latijn voor ‘rust’, maar het NNO maakt er een levendige boel van. Chef-irigent Eivind Gullberg Jensen weet inmiddels wel hoe hij Lowlands moet betoveren en zal niet schromen om zijn stokje op het publiek te richten. Laat je van je sokken blazen door Verdi’s klassieke kraker.","Grand music deserves a grand stage. The North Netherlands Orchestra (NNO) and Concert Choir deliver a moshpit-proof performance of the 'Requiem' by Italian composer Giuseppe Verdi. This 1874 masterpiece is a mass for the dead, and 'requiem' is Latin for 'rest,' but the NNO turns it into a lively affair. Chief conductor Eivind Gullberg Jensen knows exactly how to enchant Lowlands and won't hesitate to aim his baton at the audience. Let Verdi's classical banger blow you away.",,Yes
S10,Dutch singer-songwriter blending emotional vulnerability with experimental pop and hip-hop influences.,,,,,Pop/Hip-Hop,Netherlands,"S10, born Stien den Hollander, is a Dutch singer and rapper known for her deeply personal lyrics and genre-blending sound that combines pop and hip-hop. She represented the Netherlands in the Eurovision Song Contest 2022 with the song 'De Diepte,' which earned critical acclaim for its emotional depth and authenticity.",,https://open.spotify.com/artist/1zT9SWCzN45r7oVhy0VYLK,,,"S10's music is characterized by its raw emotional honesty, blending introspective lyrics with a mix of pop and hip-hop elements. Her performance at Eurovision 2022 showcased her ability to connect with audiences through heartfelt storytelling and innovative production.",,,Female,No,,https://lowlands.nl/acts/s10/,"De Nederlandse kwaliteitsmuziek is tegenwoordig a woman’s game. En S10 (Stien den Hollander) is een topvrouw in dit spel. Die status bereikte ze door radicaal zichzelf te zijn, en daarin is ze uniek. Haar stemgeluid, timing, teksten en muziek hebben haar op deze uitzonderlijke plek gebracht. Ondanks alles wat ze voor haar kiezen kreeg, maar dat is ‘de leven’. En zij weet als geen ander dat dit de leven is. S10 gaat door, met muziek als belangrijkste medicijn. En die apotheek delen we met haar.","Dutch quality music is nowadays a woman’s game. And S10 (Stien den Hollander) is a leading figure in this realm. She achieved this status by being radically herself, and in that, she is unique. Her voice, timing, lyrics, and music have brought her to this exceptional position. Despite everything life has thrown at her, but that’s ""the life."" And she knows better than anyone that this is the life. S10 keeps going, with music as her most important medicine. And she shares that pharmacy with us.",,Yes
ADÉLA,,,,,,dance-pop,Slovakia,"[using festival bio due to a lack of publicly available data] Born in Slovakia, learning English at a young age and with an above-average interest in pop culture, Adéla Jergová sets her career path towards Los Angeles to study music and launch her debut single, 'Homewrecked.' A successful move: Christina Aguilera makes a cameo in the 'Sex On The Beat' video, and Demi Lovato takes this bundle of talent on tour. But the biggest recommendation lies in her charming, bouncing dance-pop style with robust synths, sung with a smooth voice and visually enhanced by agile choreography. ADÉLA, a successor in the Madonna-Lady Gaga lineage? Quite possibly!",,https://open.spotify.com/artist/2qanRMyA5bNuTvz1dK45OP,,,,,1,,,,https://lowlands.nl/acts/adela/,"Geboren in Slowakije, al jong Engels geleerd en bovengemiddeld geïnteresseerd in popcultuur, zet Adéla Jergová de loopbaanrouteplanner op Los Angeles, om daar muziek te studeren en haar debuutsingle ‘Homewrecked’ te lanceren. Een geslaagde move: Christina Aguilera doet een cameo in de ‘Sex On The Beat’-clip, en Demi Lovato neemt het brok talent mee op tour. Maar de grootste aanbeveling zit ’m in haar charmante, stuiterende dancepopsaus met robuuste synths, bezongen met soepele stem en visueel versterkt door lenige choreografie. ADÉLA, troonopvolger in de Madonna-Lady Gaga-lijn? Zou zomaar kunnen!","Born in Slovakia, learning English at a young age and with an above-average interest in pop culture, Adéla Jergová sets her career path towards Los Angeles to study music and launch her debut single, 'Homewrecked.' A successful move: Christina Aguilera makes a cameo in the 'Sex On The Beat' video, and Demi Lovato takes this bundle of talent on tour. But the biggest recommendation lies in her charming, bouncing dance-pop style with robust synths, sung with a smooth voice and visually enhanced by agile choreography. ADÉLA, a successor in the Madonna-Lady Gaga lineage? Quite possibly!",,Yes
Buraka Som Sistema,"Pioneers of the global kuduro movement, blending Angolan rhythms with electronic beats.",,,,,Kuduro/Electronic,Portugal,"Buraka Som Sistema was a Portuguese electronic music group that revolutionized the global dance scene by popularizing kuduro, a genre that fuses Angolan rhythms with modern electronic music. Known for their high-energy performances and hits like 'Kalemba (Wegue Wegue),' they gained international acclaim and won an MTV Europe Music Award in 2008.",,https://open.spotify.com/artist/6zUiRChNyL3HEezOd1Wjam,,,"Buraka Som Sistema's innovative fusion of Angolan kuduro with electronic music brought a fresh, high-energy sound to the global dance scene. Their ability to blend traditional rhythms with cutting-edge production earned them critical acclaim and a dedicated international following.",,4,Mixed,Yes,,https://lowlands.nl/acts/buraka-som-sistema/,"Bliksem duurt niet lang. Dat zal de reden zijn dat Buraka Som Sistema (BSS), met thuisbasis in Lissabon, ruim tien jaar geleden na drie albums de stekker eruit trok. Want wat stuiterde de Portugese muziekgroep flitsend en vonkend over het podium; publiek en band moesten even flink op adem komen. Goed nieuws: het soundsystem dat Angolese kuduro doorspekt met elektronica is weer opgeladen. 2026 is het comebackjaar van BSS. En dus ook van hun zonovergoten sound: een afrofuturistische mix van zouk, techno, drum-’n-bass, soca en breakbeat.","Lightning doesn’t last long. That might be the reason why Buraka Som Sistema (BSS), based in Lisbon, pulled the plug over ten years ago after three albums. Because how the Portuguese music group bounced and sparked across the stage; both the audience and the band needed to catch their breath. Good news: the sound system that blends Angolan kuduro with electronics is recharged. 2026 marks the comeback year for BSS. And with it, their sun-drenched sound: an Afrofuturistic mix of zouk, techno, drum-’n-bass, soca, and breakbeat.",,Yes
Dove Ellis,"Indie rock with a neofolk signature, blending soaring falsettos and unparalleled vibrato.",,,,,indie rock,Ireland,"[using festival bio due to a lack of publicly available data] Debut 'Blizzard' appeared in 2025, just too late for the end-of-year lists. Dove Ellis probably didn’t mind, as the Irishman isn’t one for the spotlight—except when it’s hanging above a stage. Intimate, impressive performances in London and his new home base of Manchester earned him the opening spot during the U.S. tour of genre peers Geese. Are you a fan of Jeff Buckley’s soaring falsetto or Thom Yorke’s unparalleled vibrato? Then the indie rock with a neofolk signature of Dove Ellis is sure to evoke warm feelings in you.",,https://open.spotify.com/artist/6tGT6SMlubqjTWDxBhSgg9,,,"Dove Ellis delivers a captivating blend of indie rock and neofolk, characterized by soaring falsettos and vibrato reminiscent of Jeff Buckley and Thom Yorke. His intimate performances in London and Manchester have earned critical acclaim, including an opening spot for Geese on their U.S. tour.",,1,Male,No,,https://lowlands.nl/acts/dove-ellis/,"Debuut ‘Blizzard’ verscheen in 2025 nét te laat voor de eindejaarslijstjes. Waarschijnlijk vond Dove Ellis dat wel best, want de Ier heeft niet veel met spotlights. Behalve dan als ze boven een podium hangen. Intieme, indrukwekkende optredens in Londen en nieuwe thuisbasis Manchester brachten hem de openingsspot tijdens de Amerikaanse tour van genregenoten Geese. Hou je van de hogere kopstemkunst van Jeff Buckley en het ongeëvenaarde vibrato van Thom Yorke? Dan roept de indierock met neofolk-handtekening van Dove Ellis geheid warme gevoelens bij je op.","Debut 'Blizzard' appeared in 2025, just too late for the end-of-year lists. Dove Ellis probably didn’t mind, as the Irishman isn’t one for the spotlight—except when it’s hanging above a stage. Intimate, impressive performances in London and his new home base of Manchester earned him the opening spot during the U.S. tour of genre peers Geese. Are you a fan of Jeff Buckley’s soaring falsetto or Thom Yorke’s unparalleled vibrato? Then the indie rock with a neofolk signature of Dove Ellis is sure to evoke warm feelings in you.",,Yes
Fcukers,Laid-back indie house with catchy pop hooks and a gritty rock edge.,,,,,indie house,United States,"[using festival bio due to a lack of publicly available data] What happens when a group of seasoned indie rockers change course and embark on a time-travel journey through electronic music, fueling up on house, dubstep, trip-hop, hip-hop, and breakbeat along the way? Exactly: a party. For Fcukers, these are all puzzle pieces that fit together seamlessly, as proven by bangers like ‘Play Me’ and ‘Homie Don’t Shake.’ The New York outfit—originally a trio, now a duo—was quickly signed by Ninja Tune's sublabel Technicolour, solidifying the retro sound of today: laid-back indie house with catchy pop hooks and a gritty rock edge.",,https://open.spotify.com/artist/3UtzOHYm3lQALkKzVD4wyO,,,"Fcukers blend their indie rock roots with a diverse array of electronic genres, including house, dubstep, trip-hop, and breakbeat, creating a unique sound that combines laid-back indie house with pop sensibilities and a raw rock attitude. Their tracks like 'Play Me' and 'Homie Don’t Shake' showcase their ability to seamlessly integrate these influences, earning them a spot on Ninja Tune's Technicolour label.",,2,Mixed,No,,https://lowlands.nl/acts/fcukers/,"Wat als een stel ervaren indierockers het roer omgooien en op tijdreis gaan door de elektronica om onderweg house, dubstep, triphop, hiphop en breakbeat te tanken? Precies: party. Voor Fcukers zijn het allemaal puzzelstukjes die naadloos in elkaar passen, zo bewijzen knallers als ‘Play Me’ en ‘Homie Don’t Shake’. Het New Yorkse gezelschap – eerst een trio, nu een duo – werd snel vastgelegd door Ninja Tunes sublabel Technicolour en bevestigt van daaruit de retrosound van nu: nonchalante indiehouse met pakkende pophooks en een rafelend rockrandje.","What happens when a group of seasoned indie rockers change course and embark on a time-travel journey through electronic music, fueling up on house, dubstep, trip-hop, hip-hop, and breakbeat along the way? Exactly: a party. For Fcukers, these are all puzzle pieces that fit together seamlessly, as proven by bangers like ‘Play Me’ and ‘Homie Don’t Shake.’ The New York outfit—originally a trio, now a duo—was quickly signed by Ninja Tune's sublabel Technicolour, solidifying the retro sound of today: laid-back indie house with catchy pop hooks and a gritty rock edge.",,Yes
Floating Points (live),"A pioneering electronic artist blending jazz, classical, and experimental sounds into immersive live performances.",,,,,Electronic/Jazz/Experimental,UK,"Floating Points is the project of Sam Shepherd, a UK-based electronic producer and composer known for his innovative fusion of electronic music with jazz, classical, and ambient influences. His live performances often feature a full band and are celebrated for their dynamic, immersive quality.",,https://open.spotify.com/artist/2AR42Ur9PcchQDtEdwkv4L,,,"Floating Points stands out for his genre-defying approach, seamlessly integrating electronic production with jazz improvisation and classical arrangements. His live shows, often featuring a full ensemble, are critically acclaimed for their rich textures and emotional depth.",,,Male,No,,https://lowlands.nl/acts/floating-points-live/,"Vissers zullen aan een dobber denken, maar bij het zien van de woorden ‘Floating Points’ weten festivalgangers dat ze beet hebben. Sam Shepherd drijft tussen ballet en Berghain. Vastpinnen is onmogelijk. Toch kwam de Britse neurowetenschapper met het album ‘Cascade’ terug op de dansvloer. Het Floating Points-stempel op een clubnacht bestaat uit echo’s van vintage electro, Moroder, acid en breakbeat. Sheperd staat erom bekend dat hij live nauwgezet muzikale blokjes op elkaar legt en zo zijn publiek naar de ultieme ervaring stuwt. Uiteindelijk komt de euforie bovendrijven.","Fishermen might think of a float, but when festival-goers see the words 'Floating Points,' they know they've struck gold. Sam Shepherd drifts between ballet and Berghain. Pinning him down is impossible. Yet, the British neuroscientist returned to the dance floor with the album 'Cascade.' The Floating Points stamp on a club night consists of echoes of vintage electro, Moroder, acid, and breakbeat. Shepherd is known for meticulously layering musical blocks live, pushing his audience toward the ultimate experience. In the end, euphoria rises to the surface.",,Yes
IJSLAND,"Hip-hop and punk collide with raw anger and Amsterdam roots, creating music that’s both vital and electrifying.",,,,,"hip-hop, punk",Netherlands,"[using festival bio due to a lack of publicly available data] Sef and Abel joined their talented forces in 2024 to become an unexpected festival sensation. They are the voices of a generation, and as IJSLAND, they show what that sounds like. ""They’re going to do it, save the whole world from people like them,"" they already sang. Hip-hop, punk, Amsterdam, and genuine anger come together on Faisal's beats. Music that’s not only important but also insanely good. Low and IJS obviously have something in common, and we’re going to seal that once more.",,https://open.spotify.com/artist/6qldO9Y7hb0qI9J50uR1zW,,,"IJSLAND is a dynamic duo blending the raw energy of punk with the rhythmic intensity of hip-hop, driven by Faisal's powerful beats and fueled by a sense of genuine anger and urgency. Emerging from Amsterdam in 2024, Sef and Abel have quickly become a festival sensation, delivering music that is both socially significant and sonically captivating.",,2,Mixed,,,https://lowlands.nl/acts/ijsland/,"Sef en Abel sloegen de getalenteerde handen in 2024 al ineen om een onverwachte festivalsensatie te worden. Ze zijn de stemmen van een generatie, en als IJSLAND laten ze horen hoe dat klinkt. Zij gaan het doen, de hele wereld redden van mensen zoals zij, zongen ze al. Hiphop, punk, Amsterdam en oprechte woede komen samen op beats van Faisal. Muziek die niet alleen belangrijk is, maar ook retegoed. Low en IJS hebben uiteraard iets gemeen en dat we gaan nog een keer bezegelen.","Sef and Abel joined their talented forces in 2024 to become an unexpected festival sensation. They are the voices of a generation, and as IJSLAND, they show what that sounds like. ""They’re going to do it, save the whole world from people like them,"" they already sang. Hip-hop, punk, Amsterdam, and genuine anger come together on Faisal's beats. Music that’s not only important but also insanely good. Low and IJS obviously have something in common, and we’re going to seal that once more.",,Yes
